danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113
0.841,0.733,1,-5.077,1,0.142,0.0246,0.0,0.174,0.284,130.009
0.957,0.785,1,-5.832,1,0.232,0.146,1.17e-06,0.0361,0.886,103.025
0.734,0.703,1,-1.69,0,0.132,0.0344,0.0,0.162,0.152,121.08
0.545,0.975,10,-3.193,0,0.454,0.17,0.0,0.145,0.609,123.906
0.869,0.712,9,-6.136,1,0.103,0.0715,0.0,0.272,0.435,120.0
0.838,0.624,1,-4.557,0,0.228,0.0624,0.0,0.217,0.117,95.937
0.756,0.47,2,-11.275,0,0.0801,0.257,0.0,0.271,0.528,107.074
0.84,0.447,3,-7.909,0,0.216,0.0734,0.000249,0.114,0.239,150.051
0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993
0.792,0.503,1,-8.044,1,0.0626,0.0369,0.00057,0.0959,0.381,99.97
0.685,0.624,0,-5.101,1,0.235,0.318,0.0,0.107,0.618,89.972
0.779,0.628,1,-5.231,1,0.0433,0.0351,5.33e-05,0.351,0.617,100.028
0.695,0.664,1,-5.569,0,0.128,0.262,0.0,0.276,0.807,96.029
0.559,0.453,10,-8.746,0,0.0684,0.592,1.23e-05,0.0909,0.622,123.906
0.58,0.594,6,-7.229,1,0.317,0.162,0.0,0.101,0.52,114.748
0.668,0.436,8,-7.932,0,0.391,0.174,0.0,0.0951,0.363,80.431
0.705,0.595,5,-8.411,0,0.161,0.027,0.0,0.0811,0.357,175.909
0.669,0.811,4,-6.699,0,0.193,0.123,1.48e-06,0.0582,0.652,197.896
0.687,0.818,0,-4.221,1,0.0778,0.0112,0.0,0.248,0.886,125.952
0.65,0.946,10,-5.454,1,0.0421,0.00191,0.127,0.149,0.425,160.027
0.596,0.667,6,-5.651,0,0.0295,0.0524,0.000109,0.205,0.217,140.002
0.778,0.463,11,-7.603,1,0.0389,0.546,0.00289,0.0731,0.496,121.999
0.719,0.959,9,-5.29,0,0.125,0.341,0.0,0.255,0.522,126.031
0.667,0.838,11,-4.036,0,0.0412,0.307,1.18e-05,0.224,0.34,130.009
0.703,0.914,7,-4.75,1,0.127,0.000642,0.0221,0.36,0.863,126.028
0.588,0.88,7,-5.15,1,0.0354,0.0243,6.89e-05,0.0667,0.523,130.085
0.797,0.86,10,-4.38,0,0.0413,0.0312,0.0137,0.334,0.192,124.033
0.626,0.754,2,-6.217,0,0.0269,0.00998,0.00404,0.157,0.317,100.015
0.537,0.456,10,-13.638,1,0.112,0.955,0.000268,0.634,0.684,129.032
0.769,0.972,9,-4.044,1,0.126,0.334,0.0,0.0587,0.655,94.987
0.439,0.946,1,-3.097,1,0.408,0.548,4.03e-05,0.108,0.645,78.889
0.768,0.708,10,-8.796,1,0.0402,0.412,0.0,0.307,0.89,105.995
0.807,0.827,0,-3.813,0,0.105,0.559,0.0,0.365,0.859,105.033
0.686,0.993,0,-2.014,0,0.213,0.338,0.000109,0.12,0.422,82.469
0.679,0.938,9,-1.966,1,0.226,0.0383,0.0,0.138,0.562,112.677
0.551,0.97,6,0.009,0,0.123,0.179,0.0,0.204,0.44,140.047
0.771,0.88,7,-3.508,1,0.137,0.0849,2.39e-06,0.114,0.669,79.996
0.807,0.87,0,-3.602,0,0.15,0.529,0.0,0.124,0.824,105.022
0.617,0.965,8,-3.786,1,0.158,0.0738,0.0,0.276,0.88,150.06
0.87,0.498,9,-8.339,0,0.0622,0.046,0.0,0.146,0.692,110.017
0.891,0.586,11,-4.665,1,0.121,0.0833,0.0,0.213,0.954,130.012
0.87,0.37,1,-6.143,1,0.393,0.12,0.0,0.117,0.747,169.927
0.677,0.497,10,-8.064,0,0.303,0.365,3.63e-05,0.12,0.46,172.164
0.717,0.454,2,-10.401,1,0.155,0.19,0.0,0.134,0.75,118.566
0.589,0.0941,10,-14.447,0,0.138,0.985,8.55e-06,0.108,0.376,91.987
0.718,0.474,1,-6.572,0,0.093,0.648,0.0,0.13,0.319,74.942
0.964,0.376,0,-5.996,1,0.328,0.462,1.59e-06,0.102,0.68,122.112
0.847,0.509,10,-4.316,0,0.237,0.242,0.0,0.105,0.882,77.017
0.749,0.531,11,-10.854,0,0.0736,0.775,0.0114,0.116,0.88,140.002
0.622,0.315,5,-10.767,1,0.0329,0.486,0.0,0.151,0.634,119.973
0.454,0.823,6,-4.938,0,0.0659,0.547,7.79e-06,0.488,0.823,172.048
0.599,0.535,1,-17.004,0,0.0453,0.92,0.936,0.0797,0.561,110.014
0.541,0.805,7,-5.903,1,0.0336,0.0224,0.569,0.245,0.795,94.944
0.333,0.363,4,-15.557,0,0.0678,0.309,0.117,0.23,0.124,146.621
0.898,0.518,8,-8.508,1,0.0417,0.036,0.000273,0.0583,0.913,130.197
0.546,0.971,7,-4.899,1,0.0925,0.00343,0.582,0.337,0.159,136.029
0.606,0.84,1,-4.159,1,0.172,0.349,4.87e-05,0.291,0.594,179.812
0.674,0.645,1,-6.85,1,0.0797,0.0495,0.0,0.12,0.435,90.024
0.669,0.266,0,-21.602,0,0.0571,0.838,0.905,0.156,0.164,109.971
0.931,0.788,11,-8.007,0,0.0834,0.0082,0.000408,0.14,0.332,126.021
0.602,0.91,7,-3.404,1,0.0308,0.00126,0.000174,0.12,0.228,127.944
0.67,0.743,10,-4.993,1,0.0393,0.237,0.0,0.465,0.571,125.944
0.697,0.683,1,-2.881,0,0.117,0.0372,0.0,0.137,0.603,96.133
0.664,0.762,1,-4.286,1,0.104,0.333,1.26e-06,0.177,0.576,118.979
0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079
0.621,0.66,11,-6.208,0,0.0366,0.00526,0.0,0.072,0.407,119.937
0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95
0.694,0.853,7,-3.986,1,0.0934,0.136,0.0,0.322,0.501,106.098
0.809,0.547,9,-7.305,1,0.0614,0.452,0.0,0.054,0.718,94.992
0.506,0.666,9,-4.999,1,0.372,0.014,0.0,0.0271,0.69,81.749
0.608,0.262,11,-12.656,1,0.111,0.988,0.00121,0.248,0.885,157.919
0.473,0.18,3,-15.663,1,0.0565,0.989,0.691,0.112,0.665,69.951
0.544,0.247,0,-13.946,1,0.0315,0.989,0.27,0.111,0.658,101.628
0.384,0.14,9,-13.839,1,0.035,0.995,0.00308,0.11,0.337,136.531
0.463,0.271,11,-14.507,1,0.0416,0.995,0.821,0.129,0.564,89.981
0.612,0.335,2,-9.822,1,0.0283,0.968,6.32e-05,0.138,0.677,99.276
0.217,0.321,10,-11.347,0,0.0389,0.966,0.00513,0.0947,0.192,74.507
0.562,0.692,9,-6.621,0,0.0779,0.871,0.000358,0.235,0.838,97.412
0.394,0.23,1,-12.766,0,0.044,0.946,2.27e-05,0.0881,0.294,146.256
0.523,0.255,10,-11.42,1,0.03,0.956,3.33e-06,0.0507,0.545,102.002
0.659,0.783,8,-5.015,1,0.0562,0.0207,0.0,0.0959,0.462,74.983
0.483,0.528,4,-6.177,1,0.0967,0.497,0.0,0.129,0.628,88.064
0.679,0.827,7,-4.583,1,0.187,0.139,0.0,0.233,0.922,120.07
0.382,0.836,9,-5.661,0,0.403,0.0725,0.0,0.23,0.444,201.776
0.695,0.796,0,-4.522,1,0.0876,0.213,0.0,0.498,0.937,137.969
0.556,0.828,1,-3.888,0,0.315,0.0877,0.0,0.243,0.695,100.957
0.764,0.875,9,-4.812,0,0.165,0.0249,0.0,0.218,0.968,125.166
0.507,0.691,4,-5.513,1,0.192,0.384,0.0,0.0857,0.621,145.917
0.494,0.454,6,-7.548,1,0.0347,0.669,0.0,0.282,0.242,130.628
0.472,0.673,8,-5.515,1,0.0637,0.291,0.0,0.05,0.321,132.57
0.899,0.4,0,-8.924,1,0.238,0.00858,0.0,0.112,0.127,140.036
0.664,0.506,1,-8.27,1,0.0424,0.00336,0.0,0.143,0.152,76.542
0.85,0.146,6,-18.18,1,0.534,0.965,0.0,0.553,0.785,106.467
0.657,0.642,1,-8.862,1,0.377,0.109,0.0,0.184,0.74,100.101
0.798,0.594,8,-6.564,1,0.169,0.00742,0.167,0.11,0.642,176.038
0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047
0.677,0.623,4,-7.404,1,0.0797,0.136,5.24e-06,0.161,0.616,145.56
0.671,0.902,1,-5.411,1,0.298,0.0638,0.00466,0.539,0.735,160.025
0.642,0.897,1,-6.24,1,0.181,0.0807,0.00651,0.118,0.442,180.093
0.723,0.892,2,-5.758,1,0.164,0.102,0.0,0.146,0.533,101.996
0.726,0.805,1,-5.576,1,0.153,0.081,0.00784,0.0318,0.572,87.956
0.692,0.624,9,-6.492,0,0.0337,0.368,0.0,0.108,0.487,132.896
0.623,0.872,6,-5.192,1,0.0817,0.00735,0.0,0.378,0.545,93.019
0.729,0.695,1,-8.524,1,0.0312,0.522,0.000621,0.113,0.599,127.992
0.576,0.841,0,-5.428,1,0.0773,0.497,0.00559,0.178,0.457,95.149
0.069,0.101,2,-23.487,0,0.0407,0.961,0.795,0.444,0.0707,74.782
0.315,0.248,0,-20.874,1,0.0385,0.982,0.913,0.113,0.66,120.286
0.137,0.0311,5,-28.208,1,0.0381,0.982,0.972,0.0908,0.063,179.223
0.171,0.037,3,-25.191,1,0.0409,0.991,0.898,0.123,0.037,67.89
0.384,0.0494,2,-25.316,1,0.0548,0.994,0.908,0.0958,0.0785,125.261
0.428,0.237,7,-13.764,0,0.0351,0.987,0.896,0.0849,0.357,79.904
0.162,0.0898,2,-23.269,0,0.0354,0.944,0.917,0.187,0.0413,132.047
0.435,0.00354,11,-39.482,1,0.0485,0.986,0.909,0.096,0.179,68.542
0.15,0.0115,2,-26.636,1,0.0425,0.976,0.191,0.0836,0.0955,101.769
0.194,0.079,4,-21.389,1,0.0425,0.969,0.498,0.126,0.082,100.309
0.458,0.973,8,-2.494,1,0.127,0.000562,0.272,0.253,0.252,156.992
0.389,0.915,0,-2.91,1,0.0533,0.0804,0.706,0.21,0.649,166.014
0.364,0.869,7,-4.326,0,0.0536,0.255,0.00401,0.0947,0.337,159.04
0.446,0.886,0,-5.572,0,0.0537,0.0527,0.91,0.182,0.0627,166.97
0.364,0.996,5,-0.569,0,0.13,0.00028,5.41e-05,0.107,0.144,149.037
0.407,0.998,0,-0.347,1,0.0696,0.167,0.116,0.0972,0.459,145.031
0.488,0.82,2,-5.189,1,0.0942,0.00526,0.897,0.629,0.255,77.499
0.27,0.683,1,-3.131,1,0.0424,0.000425,8.2e-05,0.194,0.04,174.908
0.263,0.959,4,-1.28,0,0.0577,0.142,1.05e-05,0.134,0.0623,156.222
0.432,0.996,10,-0.47,0,0.182,0.143,0.951,0.131,0.0386,125.018
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024
0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022
0.452,0.574,6,-8.336,1,0.311,0.245,0.0,0.189,0.578,92.795
0.673,0.681,1,-5.693,1,0.118,0.52,0.0,0.235,0.707,171.864
0.81,0.538,0,-5.783,0,0.0357,0.53,0.0,0.0951,0.832,109.97
0.711,0.754,4,-6.461,0,0.0763,0.028,2.96e-05,0.152,0.59,126.05
0.705,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,139.977
0.693,0.513,8,-6.447,1,0.0415,0.296,0.00013,0.0604,0.49,94.021
0.727,0.65,0,-5.357,1,0.0337,0.662,0.0,0.111,0.668,129.993
0.657,0.676,5,-6.633,1,0.0393,0.245,0.0,0.368,0.246,124.904
0.747,0.467,2,-8.853,0,0.372,0.0966,0.0,0.069,0.595,161.487
0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094
0.658,0.817,11,-3.652,0,0.0373,0.000266,0.000101,0.259,0.629,129.075
0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026
0.503,0.748,5,-4.124,1,0.0619,0.0305,0.0,0.343,0.356,125.896
0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07
0.522,0.782,2,-4.846,1,0.0412,0.216,1.08e-05,0.133,0.169,125.994
0.685,0.886,0,-4.179,1,0.034,0.028,0.0,0.481,0.615,125.034
0.416,0.85,1,-4.91,0,0.0455,0.00849,0.000175,0.204,0.142,125.096
0.834,0.652,6,-4.855,0,0.0592,0.151,0.0,0.148,0.482,121.976
0.601,0.777,0,-4.612,1,0.0471,0.269,0.0,0.0883,0.485,119.963
0.802,0.49,10,-9.708,1,0.0316,0.0232,0.0146,0.354,0.71,133.025
0.535,0.686,9,-10.074,0,0.0387,0.128,0.0,0.191,0.815,131.237
0.771,0.483,2,-6.337,1,0.0323,0.118,0.000213,0.115,0.823,118.029
0.64,0.66,0,-10.926,1,0.0275,0.258,0.000564,0.359,0.9,128.701
0.702,0.609,5,-10.992,1,0.0283,0.288,2.43e-06,0.106,0.568,117.637
0.718,0.451,7,-11.366,1,0.0635,0.0215,0.0,0.107,0.746,125.021
0.8,0.776,4,-7.933,0,0.0881,0.31,7.78e-05,0.322,0.734,146.997
0.692,0.655,2,-10.009,1,0.0444,0.135,1.41e-06,0.0646,0.916,115.541
0.835,0.422,4,-12.942,1,0.0495,0.223,0.0,0.0758,0.557,124.661
0.805,0.664,1,-8.57,0,0.0352,0.427,2.18e-05,0.108,0.889,124.962
0.725,0.709,3,-5.017,0,0.129,0.321,0.000189,0.114,0.648,99.993
0.869,0.694,1,-3.35,0,0.0783,0.356,0.00125,0.0878,0.511,90.02
0.765,0.625,9,-3.599,0,0.0548,0.584,0.00111,0.112,0.262,102.101
0.78,0.719,3,-3.613,0,0.0506,0.302,0.000196,0.0931,0.336,127.962
0.836,0.826,11,-2.66,0,0.0461,0.213,6.03e-06,0.0814,0.579,102.025
0.845,0.795,9,-3.502,0,0.0681,0.343,1.78e-05,0.224,0.681,94.969
0.75,0.522,9,-7.018,1,0.0293,0.282,0.0,0.0743,0.601,110.427
0.849,0.781,0,-4.635,0,0.159,0.406,0.0,0.0801,0.893,84.041
0.674,0.7,0,-5.809,1,0.0473,0.342,3.57e-05,0.0994,0.255,102.031
0.784,0.587,4,-3.572,0,0.0767,0.375,0.00109,0.111,0.261,90.032
0.555,0.48,1,-8.597,1,0.0652,5.22e-06,0.0211,0.198,0.25,149.954
0.56,0.725,1,-13.662,1,0.213,0.00492,0.00634,0.375,0.317,151.131
0.745,0.582,1,-7.366,1,0.0597,2.83e-05,2.42e-05,0.113,0.314,151.035
0.67,0.79,1,-2.971,1,0.0617,0.000284,0.0,0.136,0.0757,143.133
0.587,0.864,1,-12.122,1,0.458,0.000845,0.000438,0.733,0.629,140.09
0.704,0.484,1,-9.535,1,0.127,6.72e-05,0.22,0.126,0.103,138.197
0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024
0.494,0.793,9,-4.859,1,0.339,0.168,0.331,0.374,0.109,127.979
0.701,0.959,0,-4.445,1,0.053,0.0126,0.00221,0.113,0.15,130.007
0.698,0.699,1,-7.482,0,0.111,0.042,0.0262,0.0833,0.231,119.97
0.51,0.929,1,-4.655,1,0.0344,0.000749,0.787,0.732,0.316,127.989
0.648,0.904,10,-5.268,1,0.0666,0.0127,0.0,0.17,0.55,126.037
0.918,0.434,1,-10.715,1,0.224,0.524,0.00011,0.0634,0.934,126.981
0.523,0.861,0,-3.447,1,0.0644,0.0336,0.0,0.144,0.346,127.049
0.704,0.806,0,-3.866,0,0.121,0.23,0.0,0.0977,0.678,130.006
0.717,0.716,3,-5.485,0,0.0432,0.0421,0.000467,0.0699,0.206,125.064
0.552,0.367,4,-11.582,1,0.0249,0.79,0.000988,0.0885,0.349,158.099
0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119
0.71,0.797,4,-3.006,0,0.0583,0.409,0.0,0.16,0.849,94.998
0.66,0.623,7,-7.321,0,0.152,0.0851,0.0,0.0841,0.736,179.986
0.701,0.692,9,-4.67,0,0.115,0.699,0.0,0.177,0.688,90.193
0.752,0.813,4,-8.069,0,0.237,0.2,0.0,0.163,0.559,103.836
0.727,0.515,2,-6.553,0,0.0289,0.241,3.74e-06,0.124,0.695,89.488
0.567,0.58,4,-5.757,0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596
0.601,0.621,6,-5.576,0,0.0434,0.0374,1.75e-06,0.188,0.278,94.547
0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701
0.677,0.557,9,-9.498,0,0.472,0.114,0.0,0.137,0.797,84.926
0.698,0.25,6,-17.125,1,0.0374,0.345,0.944,0.111,0.0827,118.004
0.675,0.898,2,-5.915,1,0.16,0.0158,0.0,0.104,0.565,134.421
0.697,0.596,1,-12.325,1,0.0351,0.658,0.922,0.0997,0.414,120.051
0.805,0.642,9,-9.359,0,0.057,0.000194,0.918,0.105,0.504,125.002
0.728,0.614,1,-13.263,1,0.0482,0.529,0.78,0.0994,0.0363,120.028
0.697,0.837,7,-2.651,1,0.304,0.313,0.0,0.471,0.831,85.097
0.65,0.827,8,-4.014,1,0.0599,0.0229,0.0,0.121,0.223,144.995
0.188,0.309,5,-10.564,0,0.0287,0.898,0.771,0.0621,0.0677,90.687
0.729,0.574,7,-4.779,0,0.0589,0.391,0.0,0.319,0.438,88.94
0.679,0.645,9,-7.107,0,0.0513,0.0897,0.0,0.121,0.349,119.934
0.311,0.769,7,-4.637,1,0.0553,0.226,0.0,0.105,0.16,78.265
0.59,0.878,4,-3.199,0,0.266,0.294,0.0,0.0959,0.699,139.934
0.761,0.777,5,-4.68,0,0.0941,0.21,0.0,0.0771,0.377,89.959
0.439,0.733,4,-6.471,1,0.0773,0.0345,0.0,0.292,0.615,162.125
0.76,0.682,1,-6.441,1,0.0371,0.0616,0.0,0.118,0.372,120.008
0.722,0.479,1,-8.93,1,0.0593,0.431,0.0,0.0842,0.643,97.963
0.54,0.373,1,-10.079,1,0.0262,0.466,2.88e-06,0.109,0.315,143.94
0.792,0.257,10,-13.041,0,0.0876,0.442,0.0,0.135,0.529,90.047
0.454,0.935,2,-3.904,0,0.283,0.488,0.0,0.107,0.355,107.234
0.422,0.868,0,-4.518,1,0.371,0.599,0.0,0.562,0.789,86.865
0.523,0.719,4,-6.314,0,0.0644,0.857,4.46e-06,0.105,0.885,114.214
0.579,0.523,7,-6.917,1,0.368,0.701,0.0,0.114,0.313,121.63
0.611,0.668,9,-5.843,0,0.264,0.909,0.0,0.109,0.603,119.805
0.535,0.649,0,-5.555,1,0.15,0.806,0.0,0.0722,0.766,59.142
0.85,0.827,5,-4.819,1,0.133,0.782,0.0,0.0901,0.681,120.018
0.63,0.538,10,-7.589,1,0.145,0.472,3.2e-06,0.112,0.389,119.871
0.748,0.72,9,-7.774,1,0.0286,0.237,0.0,0.069,0.86,128.69
0.486,0.633,9,-8.414,1,0.0365,0.176,0.0,0.312,0.669,162.158
0.466,0.55,9,-9.517,1,0.0437,0.141,0.0,0.149,0.747,109.53
0.444,0.414,2,-15.04,1,0.0325,0.163,2.07e-05,0.053,0.573,95.73
0.449,0.645,9,-15.2,1,0.0385,0.263,2.9e-06,0.901,0.777,109.581
0.661,0.581,5,-9.67,1,0.032,0.423,0.0,0.11,0.863,91.11
0.579,0.52,4,-8.575,1,0.0361,0.332,0.0,0.165,0.521,167.311
0.464,0.405,7,-12.538,1,0.033,0.208,1.1e-05,0.0611,0.514,95.852
0.627,0.664,5,-9.035,1,0.0527,0.325,0.0,0.653,0.669,131.983
0.309,0.928,11,-6.886,1,0.0846,0.322,0.00197,0.984,0.513,74.272
0.727,0.509,0,-12.145,0,0.292,0.126,0.0,0.251,0.319,93.963
0.635,0.214,5,-15.875,0,0.36,0.668,0.0,0.118,0.392,178.062
0.846,0.34,1,-19.178,0,0.441,0.235,0.0,0.114,0.912,80.015
0.68,0.558,6,-11.652,0,0.47,0.383,0.0,0.111,0.361,93.964
0.953,0.523,6,-9.63,1,0.264,0.772,0.0,0.0756,0.682,129.98
0.879,0.375,6,-16.437,0,0.156,0.178,0.0,0.0884,0.166,129.977
0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169
0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04
0.376,0.822,0,-3.974,1,0.104,0.0783,0.0,0.0841,0.327,120.498
0.31,0.54,9,-9.629,1,0.346,0.163,0.000129,0.0713,0.148,180.994
0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64
0.741,0.626,1,-4.826,0,0.0886,0.02,0.0,0.0828,0.706,108.029
0.588,0.765,11,-4.927,0,0.0558,0.00143,4.02e-05,0.298,0.558,94.958
0.524,0.639,10,-7.18,1,0.103,0.238,0.0,0.0598,0.582,87.998
0.66,0.631,0,-6.464,1,0.0764,0.386,0.0,0.16,0.416,138.007
0.389,0.373,6,-5.72,1,0.047,0.928,0.0,0.146,0.283,90.289
0.552,0.383,11,-13.373,1,0.398,0.794,0.362,0.167,0.487,176.25
0.653,0.507,11,-17.18,0,0.0534,0.687,0.0147,0.155,0.831,123.188
0.441,0.546,4,-12.222,1,0.0336,0.13,0.000144,0.109,0.718,134.752
0.611,0.761,2,-5.929,1,0.0283,0.104,0.0002,0.122,0.838,130.705
0.557,0.473,7,-9.294,1,0.0262,0.261,3.95e-05,0.0658,0.56,79.368
0.859,0.568,4,-12.516,0,0.0387,0.29,0.0,0.31,0.936,129.72
0.646,0.531,7,-10.785,1,0.0671,0.528,0.0133,0.0836,0.655,172.02
0.443,0.337,9,-13.017,1,0.0259,0.229,2.71e-05,0.359,0.267,86.54
0.696,0.522,9,-13.219,0,0.0394,0.685,0.193,0.166,0.881,156.488
0.529,0.472,7,-10.428,1,0.0267,0.583,0.0,0.129,0.25,134.1
0.571,0.726,2,-10.379,1,0.0346,0.0427,2.85e-05,0.175,0.704,97.434
0.71,0.607,1,-4.82,1,0.0273,0.313,0.0,0.116,0.451,105.978
0.64,0.537,0,-5.452,0,0.0282,0.0875,9.84e-06,0.11,0.0676,112.868
0.754,0.802,9,-6.424,1,0.0551,0.0349,0.0,0.335,0.583,122.026
0.827,0.56,0,-6.685,1,0.0327,0.55,3.66e-05,0.15,0.873,122.056
0.67,0.786,0,-5.216,1,0.0366,0.0418,0.0,0.145,0.806,90.009
0.584,0.792,11,-4.147,1,0.0317,0.0135,0.0,0.0487,0.877,89.991
0.725,0.485,7,-7.651,1,0.0727,0.113,0.0,0.0784,0.527,89.995
0.704,0.701,2,-5.442,1,0.0594,0.058,0.0,0.127,0.592,88.024
0.698,0.768,7,-4.455,1,0.0444,0.0049,0.0,0.405,0.298,129.95
0.653,0.623,9,-5.989,1,0.0938,0.0515,0.0,0.0869,0.48,175.884
0.71,0.648,8,-5.955,1,0.0373,0.296,0.0,0.117,0.468,102.111
0.555,0.467,2,-9.152,0,0.0269,0.338,2.17e-05,0.0835,0.269,95.948
0.465,0.954,10,-4.251,1,0.044,0.000346,5.38e-06,0.573,0.458,143.85
0.718,0.691,4,-6.44,1,0.0387,0.0159,0.0,0.0627,0.552,100.008
0.518,0.916,3,-3.858,1,0.0454,0.000148,0.0,0.291,0.646,109.864
0.553,0.717,7,-5.857,1,0.0318,6.48e-05,0.128,0.0385,0.318,127.947
0.454,0.636,0,-4.731,1,0.0273,0.00228,0.0,0.154,0.313,87.89
0.415,0.913,7,-5.361,1,0.0482,0.000543,3.02e-05,0.284,0.427,164.289
0.496,0.849,0,-4.975,1,0.0368,0.000333,9.16e-06,0.354,0.828,171.965
0.542,0.874,4,-3.471,0,0.0445,0.000172,0.0,0.0603,0.655,135.913
0.322,0.879,1,-3.297,1,0.0661,0.0316,0.081,0.267,0.227,179.911
0.465,0.947,11,-3.812,0,0.046,7.34e-05,4.97e-05,0.0619,0.593,149.822
0.777,0.613,10,-8.891,0,0.179,0.0265,3.58e-06,0.318,0.66,106.994
0.681,0.933,0,-2.855,1,0.104,0.0221,0.00504,0.266,0.46,128.036
0.551,0.833,8,-5.217,1,0.03,0.0391,2.77e-06,0.0632,0.145,129.885
0.381,0.963,5,-3.911,0,0.0678,0.00892,0.00382,0.294,0.165,138.0
0.633,0.898,2,-3.254,1,0.034,0.0132,2.07e-06,0.339,0.876,125.994
0.355,0.777,5,-6.811,0,0.0413,0.201,0.0136,0.211,0.038,122.324
0.731,0.904,10,-4.774,0,0.0349,0.00861,0.000164,0.0916,0.328,121.03
0.641,0.943,0,-3.579,1,0.0554,0.00617,0.0,0.355,0.498,133.997
0.526,0.705,5,-6.777,0,0.0301,0.067,6.4e-05,0.125,0.413,134.947
0.741,0.78,4,-5.294,1,0.0327,0.225,0.000136,0.255,0.725,120.031
0.592,0.911,9,-7.975,1,0.0659,0.00608,0.0123,0.223,0.211,103.517
0.792,0.435,0,-10.719,0,0.0849,0.0284,0.819,0.0677,0.405,110.011
0.769,0.842,1,-3.164,1,0.0446,0.169,3.23e-05,0.266,0.417,97.04
0.706,0.739,10,-3.753,1,0.0586,0.266,2.62e-05,0.126,0.371,91.906
0.882,0.697,1,-3.756,1,0.0626,0.208,1.09e-05,0.0847,0.758,99.984
0.602,0.573,5,-7.388,1,0.0518,0.282,0.0,0.0854,0.319,174.048
0.654,0.767,5,-5.061,0,0.048,0.0556,0.00118,0.305,0.614,173.933
0.551,0.658,11,-4.707,1,0.145,0.101,0.0,0.161,0.339,95.036
0.274,0.329,0,-11.206,1,0.0325,0.881,8.49e-05,0.192,0.362,171.38
0.759,0.582,0,-6.193,1,0.0489,0.403,0.0,0.137,0.533,94.01
0.457,0.89,3,-4.074,1,0.179,0.116,3.71e-06,0.674,0.67,175.777
0.72,0.827,7,-2.823,1,0.0506,0.315,0.0,0.106,0.41,96.979
0.683,0.176,0,-23.095,0,0.148,0.979,0.949,0.102,0.411,131.963
0.646,0.492,9,-13.85,1,0.0484,0.277,0.866,0.11,0.428,173.014
0.616,0.975,10,-0.425,0,0.208,0.172,1.62e-06,0.143,0.742,132.054
0.526,0.976,11,-1.084,0,0.0799,0.00459,0.0,0.102,0.554,178.129
0.49,0.987,7,-2.279,1,0.253,0.049,3.24e-06,0.406,0.451,175.064
0.662,0.989,1,-1.324,0,0.0701,0.0133,0.000178,0.27,0.835,132.0
0.564,0.896,10,-3.875,0,0.108,0.000387,8.17e-06,0.374,0.713,145.023
0.709,0.962,1,-0.753,1,0.106,0.153,1.77e-06,0.621,0.767,128.013
0.587,0.822,11,-4.87,0,0.171,0.0305,9.98e-05,0.11,0.903,113.971
0.573,0.877,8,-3.74,1,0.0785,0.234,0.0,0.0709,0.251,115.005
0.577,0.864,4,-2.92,1,0.0447,0.208,0.0,0.355,0.698,96.04
0.54,0.958,5,-4.26,1,0.0951,0.0492,0.0,0.308,0.652,93.852
0.85,0.657,9,-7.078,0,0.166,0.14,0.0192,0.0939,0.843,137.971
0.794,0.662,6,-4.913,0,0.249,0.0789,0.0,0.0937,0.683,93.053
0.741,0.508,11,-5.099,0,0.0507,0.0347,6.45e-05,0.0602,0.354,121.965
0.637,0.725,5,-5.073,1,0.0333,0.0702,0.00438,0.203,0.415,92.99
0.707,0.514,9,-7.286,0,0.0355,0.517,0.0,0.286,0.687,130.02
0.626,0.441,9,-10.637,0,0.0308,0.761,0.0138,0.0685,0.563,78.094
0.589,0.532,6,-8.572,0,0.0271,0.155,0.0903,0.323,0.434,84.012
0.678,0.338,10,-9.899,1,0.0319,0.655,0.0,0.215,0.502,109.888
0.706,0.727,5,-8.06,1,0.0317,0.0698,5.31e-06,0.115,0.903,92.938
0.655,0.649,1,-5.653,0,0.089,0.0793,0.000393,0.117,0.759,86.968
