danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08
0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999
0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04
0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993
0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031
0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946
0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001
0.655,0.666,5,-5.309,1,0.0612,0.134,2.12e-05,0.0683,0.272,102.977
0.744,0.747,11,-4.281,0,0.0824,0.00691,2.03e-06,0.0739,0.368,120.077
0.695,0.789,9,-2.05,1,0.0671,0.0651,1.39e-06,0.168,0.469,91.991
0.644,0.872,6,-1.54,0,0.0417,0.164,0.0,0.363,0.378,131.016
0.757,0.898,11,-1.247,0,0.0667,0.0138,0.0,0.0703,0.842,114.949
0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959
0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036
0.612,0.912,2,-2.853,1,0.0796,0.064,0.000799,0.0843,0.472,90.006
0.586,0.816,7,-6.331,1,0.283,0.0911,2.81e-06,0.235,0.265,119.8
0.687,0.879,10,-3.459,1,0.0378,0.203,1.53e-06,0.0814,0.801,136.995
0.709,0.602,7,-5.054,1,0.273,0.12,6.3e-05,0.312,0.844,159.971
0.921,0.682,2,-4.641,1,0.199,0.0425,0.0,0.175,0.391,102.969
0.918,0.893,3,-4.585,0,0.142,0.346,0.012,0.118,0.802,120.012
0.922,0.678,9,-6.016,1,0.146,0.377,0.00279,0.412,0.58,134.012
0.921,0.927,11,-3.025,1,0.104,0.284,0.0033,0.72,0.797,129.971
0.868,0.878,1,-3.294,1,0.038,0.0509,0.00052,0.0857,0.899,112.987
0.862,0.72,4,-4.155,1,0.0361,0.476,0.0,0.0543,0.967,129.993
0.654,0.726,0,-5.497,1,0.194,0.0328,0.0027,0.06,0.33,125.855
0.875,0.909,9,-3.558,1,0.076,0.14,0.00185,0.0616,0.524,119.999
0.848,0.976,9,-2.008,1,0.0799,0.286,0.000801,0.349,0.767,115.072
0.765,0.79,4,-2.129,0,0.0488,0.394,0.000487,0.142,0.613,147.03
0.408,0.582,11,-8.305,1,0.0508,0.218,0.0,0.159,0.365,114.926
0.665,0.834,4,-7.737,1,0.0576,0.21,0.0,0.452,0.411,105.292
0.657,0.655,0,-8.3,1,0.0248,0.135,0.00303,0.102,0.668,92.259
0.482,0.808,0,-7.176,1,0.065,0.0562,0.0,0.202,0.438,79.599
0.672,0.616,0,-5.764,1,0.0258,0.379,2.73e-05,0.0887,0.566,92.094
0.401,0.706,8,-7.554,1,0.0404,0.00415,0.0,0.0916,0.458,168.669
0.38,0.538,2,-5.493,1,0.0313,0.0223,0.00487,0.094,0.193,127.416
0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952
0.562,0.896,10,-7.974,0,0.203,0.0117,0.0,0.322,0.362,93.378
0.621,0.899,7,-6.379,1,0.0533,0.0373,0.0033,0.162,0.482,104.995
0.459,0.276,11,-10.339,1,0.036,0.63,9.5e-05,0.104,0.128,114.169
0.321,0.405,10,-8.533,0,0.0412,0.849,0.000544,0.138,0.274,146.072
0.726,0.738,6,-6.589,0,0.0602,0.102,2.17e-05,0.0882,0.414,115.904
0.539,0.528,5,-6.719,1,0.0546,0.246,6.65e-05,0.221,0.456,164.024
0.326,0.157,4,-16.287,0,0.0415,0.971,0.138,0.191,0.3,178.711
0.689,0.808,5,-5.31,0,0.188,0.25,0.000256,0.123,0.389,145.935
0.581,0.606,9,-8.335,1,0.0399,0.0347,0.00221,0.34,0.344,128.004
0.534,0.557,3,-7.423,1,0.0361,0.446,0.258,0.111,0.225,132.039
0.604,0.696,0,-4.735,1,0.0256,0.0601,0.000326,0.114,0.315,130.077
0.552,0.323,7,-9.773,0,0.0441,0.67,5.02e-05,0.0688,0.353,160.377
0.869,0.64,5,-7.677,0,0.0424,0.011,0.00119,0.0747,0.535,112.984
0.562,0.903,1,-4.778,1,0.126,0.2,0.0,0.249,0.313,113.984
0.502,0.634,8,-3.367,0,0.144,0.677,0.0341,0.188,0.645,101.837
0.778,0.801,6,-7.326,0,0.106,0.692,0.000155,0.0912,0.914,104.986
0.818,0.605,1,-7.121,1,0.038,0.293,0.0116,0.0696,0.366,104.931
0.786,0.757,9,-8.05,0,0.149,0.416,5.39e-06,0.0951,0.879,109.986
0.806,0.744,10,-5.377,0,0.0392,0.187,0.395,0.104,0.765,104.991
0.829,0.657,0,-6.802,1,0.0648,0.235,5.27e-05,0.0937,0.811,116.984
0.755,0.675,10,-6.973,1,0.0918,0.512,1.41e-06,0.117,0.783,112.049
0.852,0.599,5,-8.608,0,0.091,0.245,0.0,0.151,0.668,111.992
0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533
0.714,0.774,2,-6.713,1,0.0367,0.219,0.0,0.203,0.887,125.199
0.571,0.818,4,-6.539,1,0.0415,0.151,0.0,0.348,0.728,163.045
0.713,0.579,11,-8.066,1,0.0413,0.338,0.0,0.174,0.511,125.179
0.652,0.767,9,-10.445,1,0.0372,0.0355,6.92e-06,0.397,0.73,132.017
0.673,0.679,7,-7.337,1,0.0254,0.0875,0.0,0.0752,0.612,125.607
0.724,0.55,9,-9.767,1,0.0268,0.141,4.55e-06,0.0639,0.67,118.557
0.641,0.637,7,-10.92,1,0.0262,0.0495,0.000138,0.267,0.793,147.502
0.561,0.313,2,-10.624,1,0.029,0.711,0.000306,0.248,0.276,125.522
0.726,0.565,7,-10.355,1,0.033,0.21,0.0,0.0941,0.849,149.004
0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05
0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989
0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02
0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998
0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011
0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956
0.756,0.697,8,-6.377,1,0.0401,0.182,0.0,0.333,0.956,94.996
0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007
0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943
0.451,0.0223,1,-26.117,1,0.0461,0.993,0.768,0.13,0.0573,79.042
0.558,0.0259,8,-30.016,1,0.0458,0.996,0.871,0.0969,0.37,157.811
0.51,0.505,9,-13.053,0,0.0344,0.342,0.96,0.117,0.318,114.532
0.159,0.071,6,-27.109,0,0.0409,0.911,0.856,0.107,0.0602,146.977
0.26,0.01,4,-32.894,0,0.0359,0.98,0.843,0.131,0.0349,101.39
0.71,0.734,0,-14.932,0,0.052,0.513,0.836,0.0701,0.4,147.98
0.118,0.117,1,-23.177,1,0.0581,0.865,0.903,0.0954,0.0529,78.095
0.183,0.0896,2,-27.54,1,0.0486,0.989,0.899,0.107,0.0326,76.923
0.828,0.61,1,-7.305,1,0.0648,0.00104,0.894,0.0792,0.566,130.064
0.791,0.599,3,-13.648,1,0.145,0.315,0.928,0.111,0.57,93.988
0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025
0.615,0.711,11,-5.507,1,0.078,0.0444,0.0,0.145,0.711,144.034
0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315
0.767,0.481,0,-8.52,0,0.0803,0.234,0.0,0.269,0.761,150.076
0.689,0.789,1,-4.901,1,0.122,0.154,0.0,0.203,0.745,98.043
0.77,0.799,10,-4.218,1,0.0512,0.0351,0.0,0.141,0.465,122.091
0.78,0.687,2,-5.22,1,0.0468,0.0411,0.0,0.0701,0.741,112.975
0.762,0.733,0,-4.175,0,0.0326,0.027,0.0,0.498,0.849,110.001
0.682,0.85,11,-4.242,0,0.0497,0.0185,0.0,0.102,0.174,98.982
0.714,0.825,6,-4.89,0,0.0875,0.0111,0.0,0.25,0.658,129.953
0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642
0.522,0.697,1,-5.288,0,0.103,0.0291,0.0,0.319,0.235,169.775
0.673,0.659,3,-4.493,0,0.0439,0.539,0.0,0.129,0.628,88.011
0.51,0.691,9,-5.199,0,0.0449,0.0321,0.0,0.151,0.372,129.852
0.673,0.914,10,-3.962,1,0.0496,0.229,0.000478,0.186,0.183,97.021
0.752,0.774,8,-4.379,1,0.0532,0.142,8.3e-06,0.0993,0.625,113.935
0.43,0.606,4,-5.115,0,0.0431,0.131,0.0,0.173,0.123,169.988
0.645,0.89,6,-4.985,1,0.128,0.259,9.38e-06,0.376,0.421,126.881
0.654,0.711,1,-7.437,0,0.0383,0.0214,0.00191,0.0903,0.198,127.957
0.423,0.634,6,-5.877,0,0.0578,0.196,0.0,0.189,0.467,150.978
0.268,0.829,7,-4.592,1,0.0743,0.00986,0.434,0.142,0.203,117.351
0.51,0.622,2,-5.727,1,0.0242,0.0108,4.11e-06,0.127,0.424,99.934
0.328,0.948,8,-4.355,1,0.071,0.0355,0.515,0.126,0.469,177.329
0.469,0.727,1,-6.783,1,0.0364,0.525,0.747,0.11,0.214,116.219
0.359,0.691,1,-2.626,1,0.0438,0.000112,0.00167,0.101,0.311,116.888
0.322,0.899,4,-4.459,1,0.0931,0.009,9.63e-06,0.591,0.406,165.931
0.344,0.645,0,-4.363,1,0.035,0.0291,0.315,0.0988,0.125,150.852
0.283,0.837,4,-3.863,1,0.0529,0.33,0.492,0.346,0.453,167.387
0.49,0.647,2,-5.931,1,0.0335,0.448,0.888,0.0923,0.43,117.045
0.33,0.895,9,-4.488,1,0.0485,0.363,0.753,0.265,0.609,160.936
0.58,0.77,0,-5.724,0,0.0579,0.117,0.0,0.334,0.624,108.0
0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002
0.754,0.763,7,-4.627,0,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953
0.637,0.69,1,-4.057,0,0.0405,0.00786,0.0,0.124,0.457,129.857
0.673,0.659,3,-4.493,0,0.0439,0.539,0.0,0.129,0.628,88.011
0.719,0.959,9,-5.29,0,0.125,0.341,0.0,0.255,0.522,126.031
0.614,0.934,9,-3.709,0,0.07,0.0697,0.0,0.121,0.436,116.001
0.681,0.657,6,-4.671,1,0.0432,0.0748,0.0,0.353,0.628,130.089
0.504,0.788,3,-4.113,0,0.214,0.0132,0.0,0.363,0.228,169.907
0.691,0.856,11,-3.899,1,0.0383,0.0174,4.76e-05,0.111,0.638,117.081
0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698
0.294,0.745,5,-9.138,1,0.0461,0.05,0.125,0.676,0.347,134.364
0.498,0.515,11,-11.985,0,0.0395,0.0936,0.0,0.1,0.616,127.765
0.618,0.413,4,-14.164,0,0.0302,0.249,0.0517,0.131,0.531,97.84
0.531,0.917,0,-8.033,1,0.0554,0.00362,0.000347,0.239,0.393,101.829
0.466,0.339,10,-13.081,1,0.0369,0.305,0.000524,0.202,0.323,113.687
0.252,0.971,10,-5.597,0,0.1,0.00295,5.04e-05,0.528,0.305,137.497
0.47,0.939,7,-7.782,0,0.0599,0.00511,0.00102,0.51,0.3,129.896
0.553,0.284,0,-15.602,1,0.0317,0.45,3.48e-06,0.114,0.374,136.112
0.239,0.798,5,-13.952,1,0.0671,0.000485,0.376,0.141,0.292,141.228
0.626,0.708,5,-7.097,1,0.0556,0.442,3.04e-06,0.137,0.883,168.162
0.715,0.846,10,-3.665,1,0.18,0.129,2.57e-06,0.084,0.909,95.426
0.725,0.47,7,-4.764,0,0.0381,0.406,0.0,0.0624,0.931,105.965
0.801,0.597,3,-7.105,1,0.0317,0.258,1.43e-05,0.0923,0.965,112.978
0.707,0.713,3,-3.609,1,0.0367,0.316,0.0,0.114,0.973,142.003
0.597,0.725,2,-6.686,0,0.136,0.306,0.000161,0.3,0.8,189.96
0.696,0.669,6,-4.509,0,0.0386,0.304,0.0,0.0953,0.62,139.998
0.666,0.7,9,-6.592,1,0.0554,0.0683,0.0,0.144,0.749,160.014
0.774,0.595,2,-4.267,0,0.0345,0.175,1.38e-05,0.187,0.934,115.035
0.805,0.845,7,-3.577,1,0.031,0.368,0.0,0.15,0.96,99.988
0.594,0.304,7,-14.389,1,0.036,0.956,0.00579,0.119,0.308,122.636
0.473,0.452,9,-14.238,1,0.0267,0.0316,0.859,0.119,0.48,79.318
0.611,0.703,9,-2.924,1,0.0282,0.0541,1.29e-06,0.105,0.358,116.11
0.665,0.388,10,-16.208,1,0.0432,0.851,0.806,0.0757,0.882,111.148
0.728,0.734,9,-5.12,1,0.0451,0.0135,0.0,0.31,0.637,128.009
0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956
0.633,0.8,1,-6.945,1,0.166,0.209,0.000123,0.137,0.913,175.716
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284
0.754,0.811,5,-3.679,1,0.0561,0.0185,5.18e-06,0.654,0.639,109.902
0.296,0.572,1,-7.818,1,0.0369,0.641,0.0,0.2,0.288,78.714
0.456,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.19
0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931
0.435,0.92,4,-1.357,0,0.201,0.235,0.000353,0.552,0.45,188.899
0.679,0.474,6,-6.323,1,0.0294,0.546,0.00149,0.373,0.197,117.947
0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.073
0.656,0.577,10,-5.566,0,0.0802,0.698,0.0,0.296,0.861,173.094
0.723,0.504,8,-5.572,1,0.0392,0.388,7.4e-05,0.087,0.551,133.975
0.514,0.605,7,-5.363,1,0.0337,0.774,2.91e-06,0.121,0.409,120.894
0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15
0.817,0.578,11,-7.579,0,0.0824,0.224,0.00103,0.251,0.851,143.982
0.655,0.569,1,-5.018,0,0.0349,0.716,7.4e-06,0.135,0.44,150.267
0.691,0.698,5,-6.201,0,0.108,0.303,7.39e-06,0.412,0.631,76.005
0.702,0.616,6,-4.903,1,0.326,0.686,0.0,0.145,0.507,80.482
0.416,0.649,11,-5.271,0,0.0385,0.655,2.82e-06,0.12,0.474,112.482
0.392,0.476,1,-7.583,1,0.0249,0.397,0.000163,0.309,0.234,78.031
0.39,0.649,2,-5.163,1,0.0345,0.172,0.0,0.216,0.144,121.161
0.653,0.73,5,-10.613,1,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709
0.379,0.76,9,-10.961,1,0.0378,0.00298,0.0296,0.104,0.491,99.436
0.348,0.848,6,-4.674,0,0.0396,0.0454,0.0,0.143,0.486,162.189
0.452,0.813,9,-4.45,1,0.0319,8.31e-05,0.0381,0.274,0.539,105.757
0.54,0.982,4,-2.962,0,0.0458,0.435,3.37e-05,0.0457,0.91,126.294
0.305,0.803,0,-4.668,1,0.0412,0.0495,0.000315,0.329,0.282,139.381
0.239,0.819,3,-3.583,1,0.0393,0.304,0.0,0.0855,0.439,171.449
0.518,0.866,9,-4.476,1,0.0509,0.00413,1.93e-05,0.246,0.671,117.983
0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038
0.554,0.901,6,-4.139,0,0.0384,0.000493,0.000291,0.0867,0.537,157.987
0.701,0.455,7,-9.0,1,0.0296,0.568,0.242,0.114,0.312,113.992
0.703,0.806,8,-4.974,0,0.0555,0.00935,0.00056,0.0948,0.844,120.996
0.65,0.961,9,-3.208,1,0.0392,0.0131,0.0,0.0725,0.943,108.992
0.548,0.815,2,-5.218,0,0.0409,0.0175,8.9e-06,0.127,0.212,129.963
0.5,0.889,11,-4.541,1,0.0676,0.0014,0.0,0.0781,0.428,132.713
0.555,0.909,5,-2.738,1,0.0356,0.153,2.87e-06,0.129,0.785,138.983
0.457,0.577,7,-5.351,1,0.0264,0.00643,0.000315,0.0813,0.321,158.597
0.577,0.798,2,-5.037,1,0.0365,0.0963,0.0788,0.311,0.413,128.0
0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018
0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963
0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412
0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975
0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985
0.796,0.477,1,-7.161,1,0.108,0.314,0.0,0.12,0.685,119.928
0.573,0.712,0,-5.976,1,0.0732,0.0572,0.0,0.167,0.346,140.012
0.845,0.467,1,-7.674,1,0.138,0.0586,0.0,0.0694,0.702,138.007
0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998
0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088
0.308,0.873,8,-4.542,1,0.0533,0.00022,0.000729,0.0974,0.686,143.519
0.389,0.904,8,-4.494,0,0.0355,0.00844,0.000155,0.124,0.67,121.863
0.232,0.978,4,-5.766,0,0.0836,3.5e-05,0.00395,0.321,0.578,163.712
0.678,0.658,3,-9.133,0,0.0481,0.0753,0.0,0.125,0.616,75.017
0.408,0.839,3,-4.543,0,0.0369,0.00258,6.96e-06,0.333,0.37,131.521
0.512,0.82,3,-5.971,0,0.0303,0.00143,0.00143,0.104,0.602,88.977
0.396,0.986,11,-4.467,0,0.0574,0.000981,0.000409,0.23,0.546,110.72
0.592,0.914,10,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,120.032
0.554,0.98,3,-2.849,0,0.0947,0.00291,0.0,0.279,0.643,114.078
0.482,0.968,4,-3.678,0,0.0816,0.00139,0.000347,0.157,0.559,101.022
0.525,0.66,10,-7.094,1,0.111,0.468,3.3e-06,0.128,0.458,123.787
0.702,0.84,4,-5.382,1,0.0657,0.151,0.0,0.081,0.639,120.035
0.59,0.469,6,-6.287,1,0.0467,0.398,0.0,0.0872,0.331,135.798
0.779,0.604,1,-8.039,0,0.0403,0.556,0.0,0.112,0.404,120.017
0.631,0.381,8,-8.232,1,0.0386,0.768,0.00218,0.261,0.546,92.951
0.648,0.768,0,-6.071,1,0.0541,0.246,0.0,0.0768,0.244,126.897
0.445,0.694,10,-6.135,1,0.118,0.502,0.0,0.152,0.345,122.843
0.409,0.401,3,-6.776,0,0.0324,0.662,3.83e-05,0.0959,0.416,143.59
0.59,0.724,1,-4.088,1,0.0301,0.147,0.00026,0.191,0.524,155.113
0.547,0.621,4,-6.287,0,0.0581,0.72,0.00996,0.408,0.712,107.415
0.218,0.111,7,-21.375,1,0.0688,0.895,0.834,0.165,0.27,77.423
0.221,0.126,0,-25.367,1,0.0447,0.989,0.897,0.0769,0.216,133.564
0.338,0.15,7,-27.434,0,0.0478,0.987,0.77,0.11,0.785,119.647
0.354,0.183,7,-25.575,0,0.0448,0.993,0.897,0.12,0.529,125.519
0.454,0.0139,4,-29.966,0,0.0513,0.995,0.943,0.0736,0.243,130.242
0.268,0.216,0,-26.338,1,0.0421,0.992,0.848,0.115,0.599,138.562
0.325,0.236,7,-24.018,0,0.0429,0.993,0.899,0.163,0.599,128.782
0.315,0.261,2,-22.325,1,0.0435,0.991,0.916,0.122,0.825,139.072
0.515,0.269,11,-21.859,0,0.037,0.847,0.0897,0.0757,0.964,130.998
0.267,0.0991,7,-22.496,1,0.075,0.988,0.916,0.108,0.42,165.474
0.322,0.555,11,-8.726,0,0.129,0.208,0.00437,0.325,0.397,96.019
0.583,0.604,2,-8.437,1,0.456,0.735,0.0,0.724,0.691,49.305
0.499,0.468,1,-11.023,1,0.522,0.703,0.0,0.167,0.719,163.117
0.669,0.734,8,-7.183,1,0.0725,0.275,0.0,0.172,0.628,113.057
0.528,0.595,0,-10.35,0,0.281,0.337,0.0,0.389,0.36,130.396
0.617,0.561,11,-12.026,1,0.235,0.901,0.00111,0.264,0.618,154.724
0.508,0.6,11,-9.632,0,0.338,0.451,0.00043,0.357,0.337,153.022
0.506,0.628,9,-8.167,1,0.175,0.146,2.91e-05,0.135,0.363,86.131
0.397,0.705,3,-10.534,1,0.267,0.434,3.48e-06,0.414,0.651,153.457
0.406,0.524,5,-11.071,1,0.255,0.469,3.95e-06,0.117,0.412,56.046
0.964,0.398,11,-8.981,0,0.0795,0.00151,3.95e-05,0.101,0.563,105.012
0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876
0.772,0.637,2,-6.881,1,0.114,0.00459,0.0,0.0778,0.54,149.906
0.825,0.716,7,-3.236,0,0.0598,0.26,0.0,0.284,0.834,140.038
0.712,0.689,1,-5.286,0,0.128,0.141,0.0,0.657,0.49,82.98
0.839,0.856,10,-3.468,0,0.159,0.0259,0.0,0.1,0.524,80.532
0.644,0.837,2,-5.962,1,0.089,0.0281,0.0,0.0416,0.311,103.03
0.773,0.627,11,-4.891,1,0.0452,0.0698,0.0,0.234,0.523,131.021
0.777,0.787,9,-4.71,1,0.0732,0.138,0.0,0.0685,0.698,138.043
0.679,0.801,5,-4.611,0,0.275,0.0236,0.0,0.0573,0.825,173.938
0.259,0.899,2,-5.948,1,0.0793,0.000819,0.0,0.512,0.379,176.686
0.479,0.946,4,-3.429,1,0.0966,0.000705,0.00264,0.189,0.264,74.997
0.41,0.982,11,-2.597,0,0.0945,0.000346,0.0,0.336,0.441,163.839
0.587,0.782,4,-3.948,1,0.0403,0.0022,0.00242,0.0629,0.383,94.908
0.291,0.987,7,-2.829,1,0.165,1.42e-05,0.000129,0.431,0.226,95.799
0.378,0.985,9,-1.608,1,0.0603,0.00773,0.187,0.403,0.615,163.646
0.29,0.989,7,-2.318,1,0.133,0.00371,0.0,0.36,0.312,178.515
0.57,0.979,7,-2.67,1,0.14,0.00266,4.25e-05,0.0846,0.324,76.011
0.551,0.858,11,-3.492,0,0.0393,0.0432,3.27e-05,0.0862,0.511,128.035
0.396,0.867,9,-4.239,1,0.0384,0.0475,0.0,0.112,0.303,156.028
0.663,0.77,0,-4.88,1,0.0371,0.0876,0.0,0.352,0.772,132.058
0.506,0.651,7,-4.993,1,0.0361,0.0351,0.0,0.248,0.338,146.141
0.516,0.745,2,-8.352,1,0.0774,0.564,0.0,0.275,0.826,186.005
0.542,0.464,6,-6.986,1,0.0265,0.276,0.0,0.0989,0.251,139.999
0.639,0.839,11,-4.99,1,0.0364,0.0529,0.0,0.0854,0.528,126.057
0.58,0.88,11,-4.581,1,0.0404,0.0302,0.0,0.0795,0.589,140.028
0.631,0.897,4,-1.672,1,0.0497,0.0491,7.32e-06,0.661,0.418,123.023
0.565,0.806,9,-5.11,0,0.0482,0.054,7.73e-06,0.204,0.683,140.084
0.615,0.874,11,-3.375,1,0.104,0.0131,0.0,0.33,0.604,107.97
0.36,0.553,2,-4.08,1,0.0295,0.146,0.0,0.322,0.425,127.83
0.323,0.765,2,-9.054,1,0.0356,0.00464,0.835,0.973,0.615,94.882
0.271,0.795,4,-5.143,0,0.0884,0.012,0.0862,0.106,0.375,180.814
0.462,0.396,11,-10.205,0,0.0405,0.368,0.000313,0.11,0.526,134.787
0.272,0.757,9,-10.587,0,0.039,0.00822,0.741,0.0863,0.47,96.652
0.468,0.751,7,-7.892,1,0.0369,0.0644,0.0601,0.112,0.411,125.599
0.454,0.527,9,-8.571,1,0.0398,0.101,0.0164,0.11,0.334,136.967
0.301,0.335,2,-7.95,1,0.0322,0.395,0.000924,0.184,0.122,136.997
0.236,0.482,5,-8.613,1,0.0303,0.383,0.705,0.107,0.0461,76.688
0.339,0.535,4,-10.996,0,0.0285,0.0558,0.339,0.0847,0.242,120.97
0.361,0.47,7,-10.376,1,0.0404,0.269,0.0639,0.145,0.124,128.314
0.532,0.969,9,0.273,1,0.0478,0.00014,0.642,0.285,0.0789,174.052
0.864,0.704,8,-5.306,1,0.0718,0.0341,0.0114,0.0995,0.511,124.0
0.841,0.923,1,-0.19,0,0.186,0.000645,0.0759,0.101,0.341,175.045
0.777,0.5,5,-10.733,0,0.0568,0.128,0.923,0.117,0.336,126.995
0.721,0.499,11,-6.223,0,0.11,0.00998,0.0425,0.203,0.0701,174.078
0.497,0.954,5,-1.701,1,0.06,0.00048,0.655,0.101,0.152,174.998
0.662,0.721,7,-6.882,1,0.147,0.00593,0.293,0.138,0.25,80.049
0.65,0.99,0,-5.309,1,0.184,0.00205,0.427,0.141,0.626,173.98
0.532,0.976,1,-1.04,1,0.0606,0.000228,0.903,0.239,0.364,175.073
0.47,0.902,11,-5.797,0,0.061,6.09e-05,0.606,0.425,0.186,173.983
0.72,0.88,9,-2.834,1,0.101,0.0562,0.06,0.153,0.463,180.011
0.775,0.679,4,-4.985,0,0.135,0.18,7.26e-05,0.068,0.619,166.008
0.725,0.681,8,-5.277,0,0.0376,0.318,0.0,0.107,0.762,99.998
0.575,0.658,9,-2.34,0,0.101,0.0463,2.24e-05,0.0627,0.884,84.273
0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993
0.694,0.909,0,-4.426,1,0.039,0.257,3.4e-06,0.191,0.875,105.026
0.785,0.897,4,-3.447,0,0.158,0.0452,0.0,0.222,0.891,115.916
0.903,0.951,9,-2.714,0,0.0428,0.454,0.0,0.108,0.873,133.54
0.89,0.682,7,-4.644,1,0.177,0.218,0.0016,0.154,0.385,130.025
0.813,0.814,8,-3.58,1,0.279,0.292,0.0,0.0827,0.49,134.969
0.606,0.617,1,-6.041,1,0.494,0.338,0.0,0.0992,0.496,156.904
0.647,0.57,11,-11.731,1,0.874,0.78,0.0,0.249,0.695,82.573
0.802,0.914,2,-9.474,1,0.0576,0.0311,0.925,0.0642,0.499,125.981
0.736,0.499,10,-8.177,1,0.0341,0.487,0.0,0.23,0.957,114.984
0.755,0.5,0,-6.307,1,0.0513,0.689,1.35e-06,0.0685,0.97,149.957
0.738,0.588,5,-4.372,0,0.0446,0.744,2.13e-05,0.0576,0.877,107.951
0.632,0.479,8,-5.577,1,0.0283,0.74,0.0,0.105,0.498,114.04
0.725,0.496,3,-8.143,1,0.0292,0.395,0.000126,0.102,0.85,135.915
0.728,0.408,0,-6.66,1,0.0401,0.807,1.45e-05,0.0727,0.806,124.02
0.863,0.641,9,-4.543,0,0.0379,0.197,0.0,0.0793,0.964,129.898
0.665,0.463,7,-7.068,1,0.0412,0.704,1.53e-05,0.104,0.786,124.996
0.693,0.619,2,-4.955,1,0.0373,0.667,0.0,0.12,0.783,117.934
0.703,0.566,0,-5.931,1,0.0274,0.267,0.000102,0.163,0.824,129.919
0.455,0.751,7,-12.193,1,0.0487,0.515,0.945,0.0972,0.441,200.055
0.737,0.597,7,-7.333,1,0.119,0.292,0.0,0.13,0.449,92.049
0.788,0.715,5,-5.211,1,0.119,0.698,0.0,0.152,0.819,81.523
0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142
