artist_name,genres,followers,artist_popularity,artist_url
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,52,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,52,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,50,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,50,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,50,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,50,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
AFI,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",924438,47,https://open.spotify.com/artist/19I4tYiChJoxEO5EuviXpz
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,85,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,79,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,72,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,66,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,61,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,60,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,59,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,56,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,54,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Alex Warren,"gen z singer-songwriter, singer-songwriter pop",451326,54,https://open.spotify.com/artist/0fTSzq9jAh4c36UVb4V7CB
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,63,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,52,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,50,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,48,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,60,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,46,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,45,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,45,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,57,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
Johann Sebastian Bach,"baroque, classical, early music, german baroque",4406930,56,https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",708235,69,https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",708235,69,https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",708235,68,https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",708235,63,https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",708235,63,https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu
The Alchemist,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap",708235,62,https://open.spotify.com/artist/0eVyjRhzZKke2KFYTcDkeu
